-0.061	1.039	0.692	-0.024
-0.4435	-0.2	-0.7995	-0.051
0.08	-1.631	-0.621	-2.264
0.736	0.439	0.598	0.082
-0.443	-0.072	-0.22	-0.598
0.147	0.262	0.089	0.2985
-0.109	0.579	0.21	-0.439
0.654	1.857	1.096	0.072
0.21	-0.178	-0.57	-0.712
-0.833	-0.382	-0.409	-0.601
0.4114	0.6354	0.7364	1.2807
-0.3905	-0.059	0.091	0.2835
-0.344	0.647	0.466	-0.081
-0.341	0.497	1.106	0.448
0.023	0.991	0.664	0.4
-0.069	-0.139	-0.316	0.445
-0.897	-3.236	-1.585	0.231
-0.004	0.02	0.134	0.385
-0.187	0.667	0.514	0.461
-0.572	-0.573	0.155	0.291
0.782	0.36	-0.056	1.166
0.652	0.864	0.993	0.639
-0.257	-0.17	-0.305	-0.073
0.16	0.645	1.13	0.488
-0.677	-2.8013	-2.3666	-0.257
0.083	0.57	0.637	0.3045
-0.326	-0.104	0.43	0.261
-0.523	-0.832	-0.773	-0.474
0.148	0.192	-0.188	0.042
-0.633	-1.32	-1.431	-1.143
-0.384	0.185	0.133	-0.317
1.071	0.823	0.781	0.881
-0.663	0.486	0.376	0.235
0.9295	-0.65	-0.2345	-0.1565
1.397	-0.17	0.076	0.03
-0.252	0.116	0.275	0.846
-0.0698	-0.335	-0.0113	-0.8343
-0.527	-1.115	-0.154	-0.542
0.17	0.265	0.55	0.389
0.4535	1.0345	0.3905	-0.2425
-2.38	-3.659	-1.462	-0.216
-0.476	-0.366	0.207	0.261
0.312	1.326	0.348	0.187
-0.6395	-0.9315	-0.3	-0.121
1.292	2.918	2.575	1.653
0.481	1.745	1.32	0.595
2.357	3.616	3.121	2.022
-0.399	-0.086	0.295	-0.367
-0.112	-0.52	-0.347	-0.244
-0.147	0.2745	-0.115	0.0595
1.997	2.94	1.86	0.402
-0.711	-0.235	-0.369	0.187
0.346	0.934	0.488	-0.164
-0.537	-0.294	-0.452	0.091
0.223	0.505	0.673	0.226
1.273	1.953	1.278	0.143
0.166	0.649	0.3807	0.1873
-0.129	-0.421	-0.221	-0.205
-0.2982	1.3543	0.4568	0.1758
0.033	0.007	-0.084	-0.157
0.958	0.913	0.55	0.212
0.73	-0.625	-0.984	0.158
-0.129	0.8135	0.394	0.174
-0.483	0.137	-0.486	0.015
-1.027	-1.823	-1.92	-0.257
0.647	2.214	0.886	-0.446
-0.1961	0.8329	1.0819	0.2804
-0.195	-0.222	0.03	0.178
1.384	0.6505	0.081	0.187
-1.726	-2.328	-2.093	-1.72
-0.032	0.292	-0.314	0.003
0.62	0.504	0.584	0.212
-0.388	-0.445	-0.461	-0.205
0.338	0.291	0.507	0.016
0.218	-0.021	-0.293	-0.032
-0.682	-0.676	0.061	0.098
-0.26	1.612	0.532	-0.059
-0.116	0.009	0.214	-0.165
-1.007	-0.056	-0.469	-0.346
0.776	0.593	0.941	0.302
0.674	1.328	0.962	0.713
-0.815	-0.508	0.028	0.037
0.666	2.114	2.202	1.02
0.746	1.406	1.01	0.225
-0.572	-0.6865	-0.719	-0.224
-0.254	0.914	1.185	0.759
0.779	0.352	0.421	-0.008
-0.8395	-1.608	-0.835	0.0235
-0.766	-0.942	-0.429	-0.03
1.4995	0.1125	0.562	0.1135
-0.439	-0.381	-0.083	-0.239
-1.26	-3.127	-1.285	-0.33
0.4885	0.33	0.6885	0.3845
-0.615	0.035	-0.332	-0.091
-0.2885	-0.2605	-0.5425	-0.397
0.07	-0.552	0.504	-0.517
-0.553	-1.14	-1.108	-0.046
0.421	0.888	0.57	-0.059
0.9085	1.174	0.742	0.3295
1.682	0.66	0.306	0.256
1.029	0.11	-0.261	-0.221
-0.636	-0.3253	-0.8213	-0.5866
0.685	-0.837	-0.774	-0.581
-0.0905	-0.1035	-0.326	-0.365
0.4365	0.5205	0.5295	0.194
-0.13	-0.416	-0.793	-0.588
2.003	1.339	0.343	0.205
-0.364	-0.294	0.242	-0.463
0.239	0.591	0.581	0.808
-1.692	-1.822	-1.743	-0.546
0.3825	0.2145	0.377	0.27
0.415	-0.286	-0.229	0.179
0.248	0.6725	0.5525	0.246
-0.807	-1.138	-0.973	-0.808
-1.777	-4.3925	-2.8735	-1.129
0.615	0.795	0.4285	0.716
0.08	0.163	0.169	-0.034
-0.647	-0.018	-0.119	0.105
0.039	0.096	-0.172	0.0045
-0.578	-1.528	-0.584	-0.246
0.634	1.6365	0.7855	0.5785
0.348	1.729	1.93	1.049
0.311	0.996	0.645	0.711
0.623	1.584	1.408	0.598
-0.2585	-0.166	-0.3075	-0.7175
0.148	0.165	0.094	0.005
0.002	-0.693	-0.224	-0.389
-0.525	-1.937	-1.79	-0.445
0.559	0.847	0.677	0.273
0.759	2.829	2.344	0.759
-0.1435	0.3905	0.278	0.1855
-0.499	-0.936	-0.994	-0.212
-0.313	0.194	-0.256	-0.397
0.145	-0.132	-0.144	-0.155
0.2405	1.1025	1.736	0.7315
-0.134	0.486	-0.056	-0.103
-0.894	-0.293	-0.82	-0.13
-0.082	0.248	-0.011	-0.31
0.669	-0.263	0.232	-0.175
-0.559	-0.768	-0.289	0.041
-0.012	0.079	-0.023	0.412
-0.198	0.312	0.898	0.26
-0.532	-1.437	-1.816	-0.721
0.35	0.423	1.036	0.6645
-1.0295	-0.6984	-0.4115	0.21
1.1035	-0.1495	0.073	-0.403
1.464	1.3395	1.3385	-0.1255
-0.595	0.318	0.151	0.061
-0.253	-0.009	0.242	-0.179
-0.292	0.2	0.454	0.067
0.466	1.001	1.3495	0.723
-1.156	-1.255	-1.231	-0.385
-0.229	0.495	0.645	0.8
-0.136	0.874	0.692	0.471
-0.586	-0.145	-0.1	-0.396
-0.668	-0.956	-0.57	0.077
-0.69	-0.546	-0.3	0.039
2.043	3.139	2.858	1.164
-0.03	0.613	0.648	0.374
0.216	1.514	1.172	0.523
0.695	0.201	0.269	-0.784
-0.82	-3.24	-2.717	-0.487
-0.24	0.148	0.201	-0.212
0.8865	1.5365	0.5545	0.726
0.786	1.005	1.139	0.619
0.341	2.065	3.122	0.552
0.352	-1.005	-0.358	-0.375
-0.421	-1.205	-1.869	-0.514
0.028	0.893	0.145	1.077
-0.5075	0.0405	-0.1075	0.0835
-0.878	-2.617	-2.011	-0.326
0.682	0.76	0.754	0.615
-0.597	-3.669	-2.298	-1.052
-0.2555	-0.425	-0.442	-0.3185
-0.082	-1.043	-1.141	-0.642
0.0145	0.32	0.201	-0.2035
-0.494	0.258	0.768	0.234
-0.791	-0.054	-0.121	0.09
0.021	-0.016	0.272	-0.198
0.193	0.84	0.188	-0.102
1.061	1.462	1.357	0.532
0.099	0.044	-0.264	0.034
-0.918	-1.318	-1.852	-0.251
-0.574	-0.356	-0.159	-0.223
0.35	-0.261	-0.092	-0.025
0.1385	-0.42	-0.2155	-0.4125
-1.008	-2.134	-2.607	-1.657
0.137	-0.154	-0.991	-1.324
-0.056	-0.114	-0.303	-0.59
-2.073	-1.087	-0.53	0.356
-0.631	-1.355	0.149	0.136
-0.963	-1.5826	-1.0443	-0.0683
-0.6924	-1.0974	-2.2934	0.9201
1.4548	1.5928	1.6768	0.8178
2.258	2.785	2.228	1.358
0.282	0.929	0.752	0.552
-0.127	0.7	1.068	0.717
0.097	0.309	-0.009	0.235
4.21	2.192	-0.33	-0.592
-1.019	0.371	0.402	-0.612
0.961	0.491	0.713	0.589
-0.49	-0.031	-0.214	0.29
-0.3695	-1.2885	-0.6695	-1.1125
-0.545	-0.543	-0.606	-0.517
0.1877	0.599	-0.2663	-0.104
0.104	1.392	0.948	0.331
-0.693	-0.375	-0.57	-0.227
0.698	1.267	1.226	0.332
1.024	0.284	0.162	0.347
-0.655	-1.175	-0.591	-0.475
0.106	-0.0395	0.294	0.054
-0.374	-0.148	0.061	0.297
-0.179	0.042	0.024	0.313
0.948	-1.06	-0.931	-1.33
-0.9967	-0.9247	-0.7947	-0.3757
1.1395	1.5765	0.9195	0.5905
2.081	1.332	0.601	0.134
-0.506	-0.831	-1.593	-0.928
0.512	0.16	0.01	-0.319
0.175	0.486	0.5465	0.265
0.355	1.522	0.957	0.488
-0.073	0.24	0.205	-0.442
-0.6173	-0.865	-0.354	-0.1473
-1.157	-0.485	-0.778	0.374
-0.325	-0.387	-0.605	-0.219
-0.131	0.035	-0.019	0.341
0.0773	0.548	0.1532	0.0103
-1.109	-0.398	-0.349	-0.337
1.451	1.157	1.532	0.151
0.8385	1.6255	1.5985	1.624
-0.8535	-0.0165	-0.2205	-0.078
-1.787	-3.354	-2.21	-0.988
-0.217	0.082	0.529	0.027
1.112	0.571	-0.376	-0.625
0.367	0.376	0.626	-0.209
-0.2347	0.6169	-0.1786	1.3279
0.64	0.028	0.171	0.136
-0.992	-3.197	-2.036	-0.826
0.1955	1.1725	0.765	0.3135
0.004	-0.534	-0.464	-0.575
-0.188	-0.127	-0.588	-0.48
-0.709	-0.39	0.045	0.238
-0.238	0.24	0.456	0.22
1.082	0.57	0.224	-0.337
-0.355	-0.069	-0.251	-0.814
-0.2325	0.526	0.274	0.253
-1.045	-0.444	-0.731	-0.37
-0.48	0.078	0.0255	0.3765
-0.0385	-0.2095	-0.15	-0.024
0.9485	1.9175	1.752	0.56
-0.028	-0.492	0.192	-0.098
0.14	0.557	0.36	0.081
-0.0586	0.9418	-0.6497	0.0278
-0.6175	-1.1305	-0.7745	-0.1855
0.479	0.376	0.618	0.601
-0.847	0.072	0.169	0.018
0.348	1.217	-0.013	0.495
-0.678	-2.204	-1.527	-1.055
1.282	1.361	1.174	0.959
-0.68	-0.717	-0.426	-0.54
-0.262	0.013	0.003	-0.343
-0.466	-0.651	-0.869	-0.769
-0.2765	0.117	0.079	0.2255
0.307	0.483	0.655	0.221
-0.188	-0.551	0.183	-0.031
0.915	0.267	-0.032	0.088
-0.894	-0.343	-0.424	-0.186
2.851	3.88	3.284	1.87
0.584	0.456	0.185	-0.08
0.6915	-0.0525	-0.288	-0.5715
-0.449	-0.273	-0.1585	-0.3185
-0.631	-0.109	0.174	-0.093
0.566	-0.253	0.56	-0.069
1.308	2.161	1.822	0.891
-0.638	-0.8795	-0.349	0.261
-0.028	0.176	-0.193	0.138
0.385	0.596	0.847	0.275
-0.241	0.517	0.95	0.293
-1.747	-3.979	-2.29	-0.425
-0.355	0.655	0.808	0.88
-2.146	-4.6275	-3.0125	-1.287
0.104	0.294	0.6115	0.0015
0.3865	0.739	0.154	-0.202
-0.484	-0.42	-0.391	0.244
-0.873	-2.042	-1.545	0.104
0.515	1.402	1.356	0.858
0.067	-0.225	-0.298	-0.222
-0.249	0.497	0.4155	0.006
-0.2705	0.2335	0.023	0.069
-0.804	-0.503	-0.186	0.16
0.914	0.649	0.817	0.343
-0.57	-0.597	-0.987	0.27
-0.493	-0.187	0.258	-0.094
0.083	0.489	0.458	0.541
-1.2035	-1.144	-0.973	-0.4475
-0.391	-1.014	-0.959	-0.601
0.6815	0.0655	0.1015	-0.173
1.042	0.761	0.125	-0.032
2.656	4.644	3.721	1.877
0.632	0.7775	1.579	0.3715
-0.1105	0.063	-0.1555	0.1435
0.642	0.448	0.663	0.569
-0.57	-1.75	-1.693	-0.677
0.215	-0.25	-0.2	0.2
-0.6995	-1.6365	-0.7405	-0.057
0.262	-0.334	0.151	0.168
0.8848	1.8186	1.435	0.6176
0.8053	0.074	0.6083	0.3283
-0.1555	-0.8215	-0.2265	-0.386
-0.1695	0.1264	-0.4189	-1.151
-0.323	-1.626	-1.515	-1.317
-0.105	0.094	0.233	0.673
-0.429	0.146	0.399	0.379
0.286	0.179	0.367	0.284
-0.789	0.304	-0.162	-0.176
0.198	0.402	0.361	0.399
0.536	1.618	1.669	0.767
-1.596	-2.427	-1.063	1.109
0.056	-0.789	-0.216	3.863
-0.98	0.029	-1.546	-1.066
-0.26	-0.654	-0.407	0.328
-0.506	1.577	1.914	0.184
0.236	-0.23	0.187	-0.143
-0.314	-0.776	-0.743	-0.476
-0.5217	1.1088	0.6233	-0.6347
0.114	0.358	-0.36	0.403
0.514	0.353	0.559	0.489
-0.7145	-1.784	-1.3375	-0.6725
-0.429	-0.2675	-0.4555	-0.1085
0.62	0.169	0.1165	-0.1745
1.3615	3.2135	2.1985	1.436
-0.363	0.178	-0.217	-0.145
-0.546	-0.191	-0.443	-0.361
-0.221	0.794	0.238	-0.242
0.181	0.369	0.953	0.213
-1.163	-0.541	-0.211	0.256
0.026	0.74	0.6385	0.4285
1.215	2.726	2.264	0.757
-1.095	-0.736	-0.359	-0.355
0.224	0.3245	0.5535	0.643
-0.1615	-0.539	-0.1935	-0.6565
-0.034	-0.32	-0.346	-0.242
-0.818	-0.707	-0.379	0.43
-0.4105	-2.4375	-1.3915	-0.6025
-0.025	0.34	0.375	0.861
-0.1	-0.277	-0.43	0.399
-0.214	-0.034	0.063	-0.322
-0.016	0.119	0.225	-0.014
0.054	-0.283	-0.213	-0.325
1.1115	1.629	1.3365	1.2595
1.7115	0.663	0.6805	-0.116
0.135	-0.178	0.11	0.464
-0.193	0.181	0.215	0.014
-0.08	0.272	0.085	0.064
-0.268	0.365	0.089	0.067
0.982	2.886	1.092	1.138
0.811	-1.633	-1.354	-0.536
-0.179	-0.192	-0.909	-0.233
-0.683	-0.578	-0.454	-0.314
1.095	-0.262	-0.245	-0.337
-0.034	1.293	0.592	0.609
-1.3	-4.089	-2.037	-0.334
0.799	1.647	1.542	0.907
1.574	2.092	1.459	0.432
-1.087	0.114	-0.045	-0.42
-0.104	0.619	0.564	-0.048
0.12	-0.334	0.17	0.398
0.004	-0.48	-0.316	0.039
