-0.121	0.04	0.031
-0.135	0.049	0.056
0.764	0.093	0.585
0.142	0.056	0.115
-0.304	0.073	0.115
0.054	0.186	-0.108
2.838	0.65	0.305
0.677	0.238	-0.406
0.3015	-0.957	-0.0455
0.441	-0.271	0.0185
0.066	0.378	-0.236
-0.654	-1.111	-0.785
0.674	0.248	-0.121
0.592	0.321	0.306
-0.026	0.393	0.095
0.388	0.439	0.307
-0.353	0.286	1.043
0.537	0.843	0.283
-0.221	-0.451	-0.357
-0.893	0.395	0.641
0.543	0.374	0.325
0.0571	-1.1465	-1.7025
-0.436	-0.106	-0.334
-0.91	0.345	-0.058
-0.082	-0.324	-0.37
-1.294	-0.059	-0.243
-0.42	-0.126	-0.043
-0.0622	-1.122	-0.464
-0.224	-0.169	-0.342
0.2555	0.147	-0.0155
-0.872	-0.361	0.215
-0.235	-0.204	-0.532
0.396	0.594	0.623
0.524	0.179	0.058
-0.254	-0.178	-0.452
0.637	0.514	0.588
-0.318	-0.168	-0.386
2.443	1.419	0.461
-0.5585	-0.135	-0.705
-0.279	-0.793	-0.392
0.04	-0.148	0.061
0.021	0.044	0.158
-0.213	0.484	0.416
-1.027	-0.655	-0.547
-0.079	0.246	0.199
-0.2575	0.052	0.1845
0.064	0.64	-0.302
-0.504	-0.569	-0.6145
-0.935	-0.052	-0.043
-0.2	-0.411	-0.343
-0.784	-0.289	-0.089
-0.039	-0.294	0.171
0.106	0.18	0.167
0.134	0.443	0.479
0.113	0.193	-0.134
-0.211	-0.222	-0.461
0.958	0.517	0.179
-1.606	-0.96	-0.006
-1.138	-2.538	-1.176
0.642	1.55	0.653
0.163	0.122	0.115
0.677	1.064	-0.164
-0.307	-0.748	-0.424
0.35	0.306	0.261
-0.505	-2.1098	-0.587
0.237	-0.299	0.337
0.43	0.501	-0.141
-0.475	0.108	0.667
-0.006	-0.161	0.2065
-0.9865	-1.585	-0.874
1.592	2.012	1.488
-0.707	-0.295	-0.469
-0.358	-0.113	-0.122
0.49	-0.436	-0.616
0.466	0.704	0.581
1.523	1.168	0.717
0.102	-0.312	-0.21
0.475	0.163	0.494
-0.053	-0.103	0.328
0.1	0.391	0.278
0.1625	-0.231	0.0035
-0.353	-0.248	-0.095
-0.793	-0.202	-0.282
-0.347	0.026	0.422
0.334	0.187	0.863
-0.58	-0.469	-0.864
-0.322	-0.243	-0.5
0.549	0.811	0.667
0	0.132	-0.033
0.03	0.023	0.267
0.234	-0.015	-0.674
-0.061	0.039	0.631
0.127	-0.151	-0.19
0.414	0.162	0.08
-0.288	-0.064	-0.037
-0.292	-0.267	-0.374
-0.395	0.314	1.045
-0.068	-0.194	-0.623
-0.786	-0.536	-0.684
0.038	-0.176	-0.021
-0.247	-0.019	0.017
0.045	-0.229	0.071
-0.5545	-0.504	-0.688
0.118	0.102	-0.286
-0.019	0.519	0.182
0.273	0.675	0.246
0.182	0.195	-0.116
-0.567	-0.434	-0.641
-0.044	0.061	-0.248
0	0.188	0.426
0.13	-0.155	-0.129
-0.27	0.096	-0.236
-0.22	-0.311	-0.363
0.312	0.081	-0.211
-0.806	-0.813	-0.91
-0.246	0.295	0.008
0.337	0.398	0.233
0.526	0.046	0.399
-0.155	-0.049	-0.016
0.4	-0.256	-1.0525
-0.032	-0.055	-0.193
0.034	-0.195	-0.085
-0.366	0.403	0.53
0.305	0.316	0.436
0.15	0.22	-0.014
-0.553	0.231	0.3
-1.0755	-0.8489	-0.3583
-0.772	-1.315	-1.254
0.365	0.4495	1.374
-0.054	0.303	-0.082
0.209	0.485	-0.067
0.885	0.68	0.677
0.413	0.168	-0.124
0.323	0.4	0.004
-0.57	-0.672	-0.705
-0.67	-0.145	-0.492
0.569	0.847	0.56
-0.542	-1.008	-0.933
-0.424	0.089	-0.455
-0.261	0.049	-0.312
0.3935	0.0755	-0.6485
-0.199	-0.3475	-0.0805
0.254	1.111	0.155
0.2105	0.4245	-0.2535
-0.525	-0.428	-0.096
0.051	-0.075	-0.46
0.225	0.075	0.613
0.991	0.416	0.564
-0.415	-0.169	-0.544
0.018	0.097	-0.286
-3.9175	-1.1405	-1.29
0.318	0.161	0.131
-0.506	-0.546	-0.475
0.762	0.904	-0.254
0.346	0.213	-0.663
-0.107	-0.227	0.359
-0.109	-0.4735	-0.3739
-0.143	0.068	-0.136
-0.52	-0.274	-0.091
2.421	-0.521	-0.527
1.783	-1.0224	-0.251
-0.617	-0.606	-0.277
0.385	0.072	-0.476
0.371	0.158	0.18
-0.469	-0.085	0.143
0.122	-0.338	0.257
0.333	0.383	-0.073
0.71	0.223	0.199
-0.029	-0.249	0.056
0.742	0.664	-0.564
-0.539	-0.202	-0.1
0.393	0.76	0.02
0.028	-0.136	0.067
0.212	-0.455	-0.566
0.135	0.48	0.237
0.758	0.406	-0.286
-0.292	0.054	0.082
-0.3152	-0.686	-0.312
0.115	0.345	-0.028
0.214	-0.147	-0.259
-0.193	0.259	-0.105
-0.26	-0.148	0.191
-0.019	0.148	0.411
-0.348	0.06	-0.1395
-0.889	-0.172	0.302
-0.097	-0.573	-0.396
0.015	-0.125	-0.145
0.339	0.05	-0.042
-0.059	-0.142	-0.134
-0.019	-0.279	0.429
-0.103	-0.02	-0.299
0.048	0.056	0.254
-0.159	-1.038	-0.442
0.548	-0.263	-0.464
-0.778	0.028	0.765
0.574	0.827	0.136
0.506	0.467	0.111
-0.747	-0.282	-0.432
-0.167	0.3	0.845
0.343	-0.483	-0.433
-0.625	-0.188	0.146
0.547	0.311	0.498
-0.061	0.26	0.407
0.6811	0.185	0.149
0.496	-0.024	0.513
-0.524	0.268	0.928
-0.444	0.345	0.307
-0.394	-0.255	-0.479
-0.565	-0.282	-0.29
-0.727	-0.322	-0.158
-0.289	-0.71	-0.6735
0.179	0.239	-0.132
0.128	0.323	-0.097
-0.057	0.095	-0.015
0.402	0.489	0.71
-0.026	0.149	-0.213
0.2928	0.269	2.0855
-0.102	-0.132	-0.131
0.045	0.951	0.949
0.092	0.067	0.464
-0.649	-1.408	-0.157
-0.162	-0.253	-0.482
-0.177	-0.159	-0.588
-0.927	-0.212	0.302
0.711	1.004	0.587
-0.277	-0.292	0.328
0.231	-0.001	0.2665
-0.586	-0.027	-0.136
-0.175	-0.044	0.124
-0.061	-0.306	-0.654
-0.271	-0.338	-0.531
0.332	0.406	0.268
0.353	0.827	0.164
-0.91	-1.381	-0.958
0.414	0.365	-0.099
1	-0.499	0.217
0.438	-0.048	-0.0465
-0.35	-0.457	-1.387
-0.179	-0.411	-0.198
-0.908	-0.786	-0.585
-0.379	-0.222	-0.32
-0.304	-0.973	-0.5105
-0.384	-0.095	0.092
0.263	-0.272	-0.735
-0.292	-0.052	-0.78
-1.084	-0.638	-0.218
0.413	0.323	-0.035
-0.017	-0.425	-0.24
0.6965	0.201	-0.508
0.633	0.402	-0.078
-0.39	-0.29	-0.368
-0.278	-0.325	-0.21
0.447	0.4	0.126
-0.15	-0.132	-0.563
1.108	-0.141	-1.004
-0.071	0.152	0.073
-0.424	0.55	0.901
-0.1345	0.2755	-0.1265
2.467	1.158	0.328
-0.611	0.229	-0.163
-0.819	-0.002	0.112
-0.04	-0.441	-0.674
0.23	0.247	0.339
-1.031	-0.995	-0.397
-0.165	0.168	0.139
-0.602	-0.432	0.686
-0.613	-0.336	0.129
0.301	-0.0225	0.247
0.293	0.228	0.118
-0.2855	-0.226	-0.431
-0.629	-0.655	-0.517
-0.283	-0.802	-0.966
-0.323	-0.312	0.511
-0.243	0.101	0.027
-0.043	0.19	0.054
-0.541	-0.235	-0.404
-0.126	-0.027	-0.04
-0.14	-0.099	-0.187
0.278	0.138	0.068
0.06	-0.207	-0.171
-0.115	0.194	0.213
-0.214	-0.012	-0.052
0.54	0.292	0.008
0.01	0.246	0.168
-0.451	-0.2635	0.069
0.092	0.548	0.68
0.144	0.289	0.221
-0.102	-0.086	-0.077
-0.427	-0.435	-0.316
0.2	0.284	0.048
0.039	0.123	0.393
-0.506	-0.503	-0.581
0.3675	-0.2395	-0.338
-0.438	0.038	0.419
0.65	-0.079	0.587
-0.678	-0.355	-0.062
-0.4105	-0.4005	-0.0185
0.099	0.28	0.627
1.038	0.681	-0.189
-0.016	0.135	0.212
0.073	-0.817	0.263
-0.875	-0.558	-0.304
0.068	0.383	0.784
0.202	0.07	-0.106
1.223	0.678	0.025
0.401	-0.192	0.171
0.1	0.015	-0.005
0.178	-0.091	-0.362
-0.131	0.14	0.359
-0.458	0.314	0.138
0.298	0.067	-0.017
0.6515	0.214	1.118
0.735	0.045	0.496
0.274	0.286	0.075
0.206	-0.13	-0.097
1.622	1.081	-1.379
0.251	0.2725	0.048
-0.322	-0.599	-0.815
0.321	-0.892	-0.103
-0.227	-0.012	-0.364
-0.5143	1.169	1.755
1.807	1.149	-0.037
0.022	-0.44	-0.744
-0.366	-0.038	-0.224
0.675	0.275	0.769
0.259	0.025	0.662
-0.353	-0.046	-0.367
-0.798	-1.077	-0.851
0.55	0.4	0.628
0.338	0.144	0.182
-0.487	-0.062	-0.04
0.092	0.447	-0.145
-0.169	0.508	0.419
-0.072	-1.243	-0.32
0.01	-0.203	-0.048
-0.281	0.515	0.469
-0.121	-0.346	0.501
0.361	0.13	-0.006
-0.071	-0.258	0.279
0.389	0.135	1.073
0.237	0.722	0.287
-0.972	-0.591	-0.814
0.504	0.369	-0.213
0.0645	0.589	0.333
-0.023	0.054	-0.177
-0.386	-0.229	-0.213
-0.069	0.356	0.604
0.531	0.651	0.233
-0.094	0.286	0.08
-0.157	0.204	-0.404
0.811	-0.275	-0.698
-0.193	-0.184	-0.275
0.0575	-0.532	0.6345
1.026	-0.096	-0.406
0.108	-0.134	-0.199
-0.768	-0.013	0.6
0.635	0.479	-0.017
-0.558	0.082	-0.191
0.139	-0.588	-0.429
-0.521	0.292	0.244
-0.617	-0.732	-0.57
0.863	0.54	-0.075
1.155	1.98	0.274
-0.36	0.562	0.806
0.117	0.189	-0.055
-0.6	-0.551	-0.28
0.123	0.354	0.311
-0.405	-0.1015	0.512
0.034	-0.013	-0.705
0.528	0.155	-0.013
-0.42	-0.061	-0.312
0.069	-0.253	0.37
0.014	-0.169	-0.262
0.272	-0.9614	-0.234
0.48	0.824	0.449
-0.35	-0.065	-0.289
-0.365	-0.041	-0.423
-0.277	0.147	0.671
0.294	0.622	0.034
0.552	0.051	0.172
-0.848	-0.471	-0.802
0.9185	-0.0065	-0.2615
0.794	-2.565	-1.176
0.045	-0.116	0.133
0.246	0.211	0.445
0.361	0.664	0.451
0.936	1.013	0.285
-0.191	0.089	0.206
0.685	-0.225	0.295
-0.08	0.281	0.444
-0.122	0.072	-0.243
-0.308	0.205	0.271
-0.219	0.033	-0.385
-0.84	-0.555	-0.374
-0.264	-0.588	-0.076
-0.853	-0.629	-0.563
0.095	0.018	-0.02
0.435	1.074	0.785
-0.433	0.088	0.677
1.408	0.59	0.457
-0.613	-0.36	-0.268
-0.401	0.282	-0.367
-0.152	0.187	0.109
-0.159	-0.326	-0.178
0.179	-0.077	-0.001
-0.165	-0.144	-0.132
0.51	0.872	1.053
0.163	-0.0295	0.049
0.163	0.263	0.619
0.179	0.135	0.24
0.4673	-0.4971	-0.0805
0.711	0.023	0.394
-0.141	-0.405	-0.637
-0.7265	0.3765	0.6705
2.318	1.452	-0.184
-0.713	0.364	0.577
-0.841	0.027	-0.608
-0.058	0.186	0.335
-0.329	0.242	-0.162
-0.103	0.216	0.279
-0.347	-0.112	-0.291
-0.092	-0.356	-2.322
0.531	-0.09	0.273
0.814	-0.122	0.383
0.336	0.17	-0.122
1.518	2.354	1.642
0.194	0.03	-0.26
-0.407	-1.002	-0.743
0.482	0.604	0.527
-0.824	-0.771	-1.01
1.556	1.431	-0.029
0.071	0.286	0.461
0.279	0.502	0.416
-0.488	-0.501	0.138
0.34	-0.212	-0.201
-0.246	-0.323	-0.634
0.199	0.516	0.029
-0.282	0.005	0.317
-0.147	-0.145	-0.403
-0.896	-0.397	-0.463
0.141	-0.142	-0.744
-0.157	-0.0755	0.513
-0.322	0.872	-0.379
0.326	0.502	0.265
0.5025	-0.294	-0.767
-0.231	-0.403	-0.23
-0.094	0.064	0.007
0.165	-0.413	-0.278
-0.467	-0.643	-0.311
-0.257	-0.127	-0.423
-0.493	-0.406	0.197
0.06	0.264	0.011
-0.366	-0.174	-0.336
-0.625	-0.388	-0.232
2.514	2.729	0.695
0.246	0.115	0.386
-0.02	-0.126	0.212
-0.153	-0.087	-0.197
-0.724	-0.479	-0.668
0.032	0.035	-0.151
-0.32	-0.531	-0.537
0.336	0.145	0.651
0.546	0.622	-0.017
1.329	1.014	-0.043
-0.345	-0.148	-0.258
-0.099	0.041	0.396
-1.907	1.979	-0.322
-0.497	-0.516	-0.185
-0.408	-0.19	0.169
-0.346	-0.018	-0.298
0.552	0.47	0.601
-0.105	-0.449	-0.991
-0.845	-0.401	-0.64
0.922	0.329	-0.178
0.06	0.734	0.418
0.607	0.227	0.218
-0.305	-0.136	-0.099
-1.316	-0.678	-1.438
0.6275	0.263	0.1925
-0.2585	-0.7135	-0.092
0.5465	-0.016	0.695
0.402	0.474	0.244
-0.0619	0.4325	0.679
-0.55	0.168	0.018
-0.086	0.137	-0.077
-0.5	-0.096	0.32
-0.356	-0.319	-0.572
0.198	0.483	0.119
-0.597	-0.01	-0.675
-0.505	-0.493	-0.166
-0.457	0.033	-0.077
-0.303	-0.122	0.41
0.225	0.249	-0.043
0.599	0.543	0.662
-0.766	-0.368	-0.252
-0.479	-0.086	-0.26
0.289	0.062	-0.013
-0.149	-0.171	-0.153
-0.786	-0.546	-0.268
1.401	-1.437	-1.384
0.159	0.053	0.323
0.595	0.969	0.473
-0.593	0.014	0.109
0.007	-0.35	-0.048
-0.776	-0.787	-0.517
-0.028	-0.0315	0.1425
-0.496	0.078	0.009
0.0555	0.617	0.7285
-0.279	-0.31	-0.217
-0.057	0.3165	0.298
-0.335	-0.284	-0.142
-0.131	-0.07	0.021
0.094	0.946	0.522
-0.123	-0.355	-0.342
1.012	0.918	1.106
-0.227	-0.168	-0.144
0.468	0.506	0.439
-0.363	-0.298	-0.009
0.085	-0.091	-0.365
0.29	-0.538	0.17
-0.476	-0.32	-0.611
-0.372	0.31	0.546
0.205	0.071	0.278
0.121	0.201	0.197
-0.812	-0.946	-0.428
0.561	0.234	0.323
0.5	0.357	0.467
1.816	0.351	0.015
0.29	0.459	-0.457
0.5135	-0.0255	0.615
-0.388	-0.509	-0.532
0.558	0.73	0.293
0.152	0.087	0.094
0.218	0.453	-0.732
-0.228	-0.271	-0.529
0.206	0.177	0.133
-0.176	0.246	-0.1
-0.288	-0.15	-0.033
1.427	0.297	-0.041
-0.667	-0.689	-0.236
0.808	0.782	0.676
-0.146	-0.457	0.36
0.238	0.432	0.364
-0.033	0.351	0.301
0.4915	-0.058	0.6225
-0.245	0.356	0.384
-0.413	-0.094	-0.218
1.385	-1.0497	-0.4318
0.076	0.039	0.303
-0.549	-0.341	-0.256
-0.187	0.028	-0.157
-0.751	-0.408	-0.314
0.469	0.686	0.79
-0.471	-0.069	-0.114
-0.254	-0.3425	0.283
-0.288	0.183	0.409
-0.737	-0.434	-0.225
0.43	-0.705	-0.858
-0.751	-0.076	-0.02
-1.01	0.173	0.656
-0.686	-0.324	-0.561
-0.289	0.075	0.394
0.1	0.146	0.339
0.462	0.47	-0.162
-0.01	0.129	-0.173
0.23	0.475	0.388
0.534	0.78	0.959
-0.4575	0.115	-0.0805
0.035	0.027	0.023
-0.071	0.362	0.159
0.194	0.324	0.059
0.066	-0.2245	0.217
-0.452	-0.736	-0.822
-0.724	-0.779	-0.449
0.774	0.777	0.026
-1.214	-1.671	-0.707
-0.332	0.133	-0.03
1.2043	0.934	-0.3745
-0.054	-0.115	0.046
0.159	0.201	0.434
0.582	0.418	0.691
-0.636	-0.618	-0.198
0.611	-0.176	-0.818
-0.44	-0.375	-0.122
0.278	0.138	0.464
0.127	0.332	0.032
0.246	0.416	0.029
-0.265	-0.536	-0.628
-0.506	-0.106	-0.12
-0.458	-0.361	-0.738
0.556	0.155	0.4075
0.12	-1.1712	-0.6275
0.429	0.188	0.627
0.152	-0.663	-0.223
-0.801	-0.2	-0.373
0.136	0.227	-0.06
-0.395	-0.065	-0.425
0.165	0.265	0.491
-0.014	0.172	0.629
-0.485	-0.225	-0.012
-0.568	-0.122	0.089
0.541	0.16	-0.558
-0.032	-0.066	0.008
-0.209	-0.027	-0.163
-0.439	-0.791	-0.463
0.004	-0.339	-0.219
-0.549	-0.518	-0.051
0.064	-0.198	-0.253
-0.809	-0.719	-0.678
0	-0.387	0.146
1	-0.259	0.709
-0.55	-0.53	-2.222
0.287	0.353	0.391
0.163	0.391	0.07
-0.262	-0.371	0
0.063	0.392	0
-0.126	-0.273	-0.449
-0.229	-0.005	-0.231
0.198	-0.001	-0.107
-0.513	-0.4375	-0.6186
0.354	0.136	0.282
0.416	0.782	0.386
0.284	0.669	0.672
0.706	0.648	0.916
0.329	0.646	-0.16
0.106	0.124	0.473
0.324	0.081	0.235
-0.276	-0.053	-0.221
-0.348	0.601	-0.758
-0.358	-0.365	0.034
0.106	0.325	0.387
0.186	0.195	0.107
-0.354	-0.198	-0.13
0.433	0.028	-0.109
0.25	-0.192	0.144
-0.406	-0.531	-0.064
-1.061	-0.919	-0.857
-0.403	0.212	0.205
0.275	0.608	0.441
0.341	-0.046	-0.128
0.714	1.23	0.634
-0.529	-0.176	-0.299
0.735	0.422	0.222
-0.299	-0.196	-0.442
1.241	0.652	0.285
-0.264	-0.027	-0.262
0.565	0.461	0.092
0.267	0.588	-0.029
-0.09	-0.174	-0.217
-0.346	-0.342	-0.615
-0.814	-0.628	-0.625
0.169	0.244	-0.418
-0.252	0.008	0.063
0.207	0.827	0.978
-0.214	-0.131	-0.156
0.48	0.313	0.461
0.088	0.256	0.58
0.635	0.592	0.569
-1.28	-0.091	-1.174
-0.559	-0.075	-0.206
-0.737	-1.286	0.511
-0.34	-0.563	-0.145
0.063	0.076	0.041
0.416	0.101	-0.094
-0.287	-0.277	-0.756
0.541	-0.327	0.379
-0.7447	-1.0825	1.1005
0.847	0.415	0.398
0.172	0.447	-0.286
0	-0.126	-0.559
0.355	0.349	0.439
0.277	0.604	0.425
-0.453	0.1105	0.5675
-0.294	-0.395	-0.322
0.197	0.327	-0.229
-0.029	-0.005	0.212
-0.639	-1.017	-0.735
0.571	0.579	0.012
-0.424	-0.276	-0.004
-0.102	0.494	0.505
-0.159	-0.153	-0.203
0.226	0.361	0.288
-0.487	0.016	-0.291
0.0475	0.154	0.1615
-0.231	0.546	0.14
-0.7	-1.133	-0.054
-0.411	-0.403	-0.176
0.171	0.251	0.111
0.305	0.296	-0.219
0.387	0.148	-0.503
0.554	0.284	0.201
-1.069	-0.384	-0.346
-0.827	-0.394	-0.414
-0.022	0.483	0.534
-0.011	-0.129	0.18
0.105	0.535	0.075
-0.869	-0.703	-0.324
-0.007	-0.023	-0.012
-0.0255	0.225	0.2315
-0.982	-0.402	0.247
0.228	-0.063	-0.313
0.432	0.04	-0.15
0.302	0.779	0.302
0.304	0.618	0.159
-0.603	-0.32	-0.032
-0.141	-0.083	-0.01
-0.18	0.205	-0.07
0.125	-0.024	-0.14
-0.3355	-0.1445	0.0685
-0.37	-0.095	0.195
0.275	0.425	0.219
-0.411	-0.111	-0.055
0.719	1.356	0.908
-0.073	0.083	0.084
-0.017	0.146	0.381
-0.139	-0.538	-1.424
-0.361	0.524	-0.26
0.067	-0.681	-0.632
-1.564	-0.841	-0.556
0.279	-0.311	0.116
-0.905	-0.66	0.264
1.167	1.473	0.621
0.152	0.927	0.537
-0.497	-1.765	-1.788
-0.35	0.127	0.053
-0.962	-1.044	-1.044
0.025	0.026	-0.058
0.402	0.13	0.244
-0.655	0.155	-0.506
-0.316	-0.259	-0.161
-0.413	-0.149	-0.081
0.85	-0.206	-0.146
-0.14	-0.439	-0.058
-0.83	-0.851	-1.234
-0.498	-0.418	-0.417
0.0505	-0.0975	0.4715
1.106	1	-0.1
-0.288	0.435	0.516
-1.024	-0.458	-0.789
0.605	0.254	0.022
-0.589	-0.999	-0.097
-0.074	0.147	0.006
0.829	0.762	0.051
-0.472	-0.537	-0.381
-0.241	-0.392	-0.394
-0.147	-0.206	-0.556
0.438	0.326	0.391
-0.047	-0.143	0.343
0.175	-0.03	-0.063
0.127	0.772	0.097
-0.063	-0.024	-0.622
-0.902	-0.585	-0.255
0.89	0.737	0.324
0.12	0.219	0.402
-0.333	-0.153	0.091
0.243	0.284	0.737
