1.308	1.186	0.722	0.088	0.825
0.2705	0.1825	0.2415	-0.0995	0.0945
0.162	0.118	0.181	-0.477	-0.742
0.711	0.522	0.288	-0.033	0.425
0.845	0.431	0.301	0.084	0.216
-0.4645	-0.2415	0.062	-0.962	-0.516
0.386	0.413	-0.381	0.359	0.111
1.054	0.025	0.208	0.58	0.634
0.288	1.024	0.152	-0.122	-0.139
0.13	0.423	0.464	-0.347	-0.13
0.816	0.3203	-0.0487	-1.0413	-0.6953
-0.3755	0.229	0.501	-1.148	-0.408
0.601	0.366	0.081	0.173	0.378
1.101	0.267	0.506	0.523	1.37
0.63	1.693	1.268	-0.478	-0.252
-0.178	0.428	0.207	0.422	0.039
-1.103	2.543	1.782	1.915	1.193
1.015	0.499	0.635	1	1.03
1	1.015	0.564	-0.317	-0.09
-0.544	-0.176	-0.081	-0.854	-0.669
-0.099	-0.036	0.224	0.296	0.481
0.276	0.218	-0.159	0.142	0.167
0.765	0.014	0.131	-0.184	-0.247
0.489	0.339	0.403	0.478	0.483
-1.7617	-0.5437	-0.0943	-1.2937	-1.1107
0.128	0.1025	0.203	0.445	0.324
-0.308	-0.384	-0.153	-0.288	-0.042
-0.484	-0.273	-0.11	0.141	-0.044
0.716	0.299	-0.052	0.1595	0.253
-1.87	-0.777	-0.188	-0.167	-0.434
0.86	-0.118	0.387	0.424	0.56
-0.174	-0.139	-0.516	-0.564	-0.514
0.292	0.007	0.17	-0.851	-0.155
0.616	0.025	-0.031	-0.4965	-0.234
0.804	-0.292	-0.364	-0.228	-0.839
-0.303	-0.252	0.164	0.623	0.358
-0.0075	0.0205	-0.1265	1.7431	-0.3355
-1.218	-0.228	0.284	0.048	-0.053
0.461	-0.115	0.345	-0.132	0.039
0.894	0.3575	0.4005	0.126	0.8045
-2.377	-0.775	0.797	-0.682	-0.525
-0.576	0.397	-0.163	0.214	0.39
1.054	0.243	0.388	0.58	-0.817
0.8265	0.7145	0.347	-0.0295	0.3515
2.464	1.48	0.778	-0.283	0.805
0.567	0.3462	0.996	0.797	1.094
2.979	2.143	0.868	1.071	1.502
0.14	0.137	0.343	0.294	0.196
-0.286	-0.286	-0.015	0.33	-0.035
0.4	0.7	-0.2175	-0.2775	-0.2805
2.488	0.897	0.519	0.429	0.84
-0.364	-0.26	0.031	0.019	-0.494
1.148	-0.176	2.818	0.396	0.436
0.004	0.386	0.524	-0.154	0.06
0.031	0.051	-0.088	0.098	-0.052
1.102	0.144	0.626	0.4725	-0.1355
0.085	0.061	0.0913	-1.0853	-0.8487
0.559	-1.121	0.104	-0.96	-0.257
-0.142	-0.402	-0.601	-0.962	-0.351
1.401	0.695	-0.271	-0.332	-0.448
0.474	0.677	0.013	-0.466	-0.231
-0.165	0.718	-0.182	-0.282	-0.202
0.6135	0.169	-0.3325	0.4005	0.2825
0.335	0.065	-0.169	0.025	0.122
-1.879	-0.181	-0.208	0.425	0.562
1.322	0.067	0.09	-0.081	-0.541
2.325	-0.221	0.0052	-0.1985	-1.055
-1.885	-1.021	-0.466	0.159	-0.035
-0.1615	0.541	-0.0115	0.3105	0.321
-1.454	-0.088	0.068	-0.316	-0.47
0.356	-0.083	-0.462	-0.442	-0.278
0.77	0.855	0.154	-0.272	-0.572
0.365	1.073	0.377	-1.635	-0.585
0.448	0.263	-0.081	0.244	0.271
1.013	0.656	0.252	0.374	0.485
-0.275	-0.094	0.189	0.452	0.135
1.987	0.386	0.357	0.53	0.593
0.148	0.218	-0.347	0.298	0.397
0.529	0.535	0.648	-0.743	0.331
3.661	1.513	0.568	0.46	1.027
-0.026	0.123	0.343	-0.289	-0.03
0.791	0.699	0.134	0.048	0.231
1.042	0.716	0.255	0.993	1.034
1.297	0.526	-0.71	-0.407	0.112
-0.477	-0.1885	-0.2545	-0.2945	0.073
0.595	0.521	0.381	0.555	1.02
0.666	0.4425	0.143	-0.8105	-0.3825
1.439	0.125	0.1895	-0.0155	-0.0135
-0.674	0.323	-0.175	-0.397	-0.17
0.355	0.5455	0.096	0.465	0.0805
-0.331	-0.481	-0.367	-0.349	-0.376
-2.004	-0.589	-0.262	-0.555	-0.515
-0.087	-0.3045	-0.5295	-0.3865	-0.2295
-0.133	0.651	0.559	0.932	1.072
-0.0915	-0.129	0.1805	0.368	0.1105
-0.497	-0.127	0.483	-0.976	-0.853
-0.099	0.135	0.087	-0.4	-0.637
0.279	0.233	-0.142	0.024	0.129
-0.4835	-0.0905	-0.4105	-0.151	-0.0545
0.276	0.477	-0.025	-0.127	-0.498
-0.789	0.483	-0.139	-0.279	-0.679
0.1997	0.382	-0.0833	-0.077	0.0587
0.1	0.207	-0.356	-0.255	-0.297
0.1905	0.5935	-0.508	-0.335	-0.0615
0.906	0.3435	0.029	-0.5445	0.0195
-0.042	-0.391	0.053	-0.237	-0.157
0.463	-0.121	-0.577	-1.182	-0.545
0.524	0.288	0.373	0.481	0.314
-0.023	0.178	0.171	0.366	0.02
-1.542	-0.503	-0.03	-0.738	-0.574
1.65	0	-0.044	-0.4305	-0.7715
0.457	0.257	-0.126	-0.408	0.09
0.9995	0.618	0.505	-0.856	1.141
-0.902	-0.499	-0.219	-0.141	-0.183
-3.242	-0.5785	-0.2375	-0.8625	-0.8655
0.226	-0.4225	-0.775	-0.194	1.184
0	-0.296	0.021	0.269	-0.233
-0.267	0.698	0.381	-1.45	-0.894
0.6455	0.1985	-0.5145	0.1495	0.126
-0.091	0.579	0.669	0.208	-0.237
1.129	0.4625	0.288	-0.1055	0.492
1.522	1.094	0.826	0.885	0.949
0.589	0.474	0.199	-0.195	0.16
1.052	0.348	0.075	-0.242	-0.236
0.8505	0.4755	0.501	-1.707	-1.104
2.335	2.284	1.021	0.746	0.188
-1.011	-0.133	0.158	0.065	-0.053
-2.195	-1.079	0.021	-0.123	-0.355
0.697	0.347	0.593	-0.01	0.598
0.6094	-0.965	-1.5455	-0.756	0.746
-0.1285	0.3925	0.3005	-0.4415	0.0455
-0.013	-0.327	-0.197	0.215	0.318
0.178	0.11	-0.108	0.202	-0.186
0.716	0.067	0.2	0.228	-0.112
0.867	0.772	0.532	-0.309	0.145
-0.0225	0.4435	-0.286	-0.1065	0.408
-0.445	-0.051	0.216	0.49	0.465
1.652	0.666	0.477	0.562	0.401
0.286	0.71	-0.129	0.07	-0.285
0.447	0.25	-0.162	-0.789	-0.425
0.602	0.48	0.254	0.472	0.776
1.156	-0.176	0.311	0.442	0.886
-1.778	-0.787	0.101	-0.087	-0.336
3.587	3.702	3.7315	3.5215	3.231
0.29	0.121	-0.062	-0.3569	0.0374
-0.0725	0.1545	-0.4005	-0.285	-0.5425
-0.3285	-0.19	-0.7435	-1.1225	-1.2195
0.633	-0.07	-0.187	-0.499	0.093
-0.05	-0.228	0.175	0.385	0.137
0.705	-0.114	0.39	-0.268	-0.129
0.6905	0.4115	0.0916	-0.1525	-0.274
0.423	0.43	-0.048	-0.058	-0.05
0.198	-0.214	-1.015	0.204	-0.452
-0.933	0.116	0.0756	-0.6209	-0.395
0.381	0.456	-0.39	0.135	0.125
-0.676	-0.133	0.273	0.222	0.17
2.111	1.237	0.668	1.032	0.55
2.506	1.586	0.416	1.34	1.862
0.566	0.286	0.204	0.249	0.583
1.278	0.296	-0.34	-0.032	0.29
0.709	-0.228	0.52	-0.854	-1.648
-2.407	-0.345	0.416	-0.441	-0.265
-0.052	0.156	0.15	0.596	0.411
1.1865	0.1225	0.3253	0.2325	0.9625
0.399	0.494	0.585	-0.754	-0.238
0.95	0.686	0.409	0.372	-1.385
0.169	-0.034	0.233	-0.115	-0.164
-1.794	-1.284	0.168	-0.109	-0.355
-0.148	-0.16	0.147	0.518	0.588
0.1575	0.5945	0.3375	0.3915	-0.037
-1.33	-0.128	0.087	-0.728	-0.466
0.706	0.422	-0.194	0.597	0.663
-3.06	-0.893	-0.197	-1.017	-1.064
0.162	0.1815	0.5025	0.2725	-0.011
-0.77	0.195	0.582	0.29	0.299
-0.4355	-0.208	-0.659	-1.464	-0.6675
0.926	0.602	-0.035	-0.536	-0.386
0.026	0.421	0.422	-0.143	-0.38
0.162	0.807	0.175	-0.572	-0.329
0.034	0.397	0	-0.472	-0.034
0.555	-0.003	-0.331	-0.618	-0.734
0.338	0.116	-0.001	-0.858	0.041
-0.633	0.784	-0.185	-0.861	-1.359
0.279	-0.016	-0.195	0.282	0.03
0.295	-0.149	0.278	-0.176	-0.237
0.052	0.21	-0.059	-0.088	0.024
-2.243	-1.224	-0.155	-0.146	-0.578
0.545	0.59	0.164	-0.222	0.086
-1.141	-1.366	-1.52	-1.367	-2.035
-0.657	0.368	0.316	-0.158	-0.6401
-1.058	0.295	0.041	-0.52	-0.379
-1.0997	0.097	0.0827	-1.0107	-0.5487
-1.1735	-0.7446	-0.3233	0.422	-1.564
-0.547	3.579	0.1918	0.305	-0.385
1.096	0.053	-0.079	-0.273	0.737
0.151	0.331	0.336	0.716	0.629
-0.013	0.251	0.264	-0.423	-0.198
0.764	0.247	-0.089	0.464	0.179
-0.494	-0.591	-0.253	-0.163	-0.631
1.526	0.782	-0.36	0.006	0.109
0.421	0.134	0.324	-1.286	-0.764
0.19	0.262	-0.017	0.013	0.296
0.173	0.6515	0.4635	0.5225	0.1365
-0.081	-0.075	0.545	-0.077	0.099
0.3327	-0.9933	-0.0127	-1.1193	-0.4363
-0.699	-0.288	-0.947	-0.853	-0.647
