0.549	0.757	-0.382
0.6005	0.042	0.3145
0.184	-0.191	0.12
0.453	0.218	-0.135
0.674	0.588	0.434
0.369	0.211	0.589
1.196	1.044	0.096
1.055	1.359	0.2
0.95	0.199	0.56
0.029	-0.09	-0.149
0.8345	-0.0155	-0.275
0.0875	-0.2445	0.1195
0.71	0.497	0.343
1.058	0.672	0.828
0.703	0.098	0.342
0.125	0.025	0.193
-0.904	-0.639	-0.301
0.217	-0.059	-0.484
0.178	-0.024	-0.378
-0.509	-0.588	0.12
-0.11	-0.188	-0.396
0.195	0.385	-0.011
-0.086	0.209	0.26
0.171	0.466	-0.019
-0.9445	-0.856	-0.382
0.611	0.425	0.289
-0.067	0.024	-0.171
0.2	0.322	0.091
0.15	0.263	0.279
0.223	0.325	0.202
0.875	0.577	-1.024
-0.669	-0.064	-0.405
1.17	-0.203	0.387
0.014	-0.427	-0.138
0.022	-0.394	-0.596
-0.223	-0.287	0.338
-0.3905	0.9475	-0.077
-0.298	-0.678	0.435
-0.17	0.046	0.14
0.5195	1.12	0.0365
-0.521	-1.355	0.039
0.81	0.204	0.706
0.256	0.313	-0.06
0.0655	-0.157	0.1155
1.062	0.766	0.561
0.723	0.734	0.529
3.535	5.015	1.795
-0.029	0.152	0.275
-0.508	-0.293	-0.306
0.2645	0.0305	0.3285
1.485	1.915	0.223
-0.308	-0.668	-0.292
0.427	0.849	0.269
0.289	0.066	0.448
0.361	0.449	0.239
1.271	1.7205	0.75
1.478	0.4145	0.6325
0.27	-0.256	-0.179
0.558	-0.061	-0.79
0.522	0.767	0.454
0.873	0.046	0.325
-0.078	-0.111	0.459
0.763	0.72	0.393
0.353	0.47	0.374
-0.75	-0.218	-0.554
0.731	0.188	-0.691
1.263	0.383	0.373
-0.534	-0.387	-0.242
0.32	0.517	0.135
-1.023	-1.313	0.115
0.116	0.092	-0.106
0.084	0.395	-0.02
-0.377	-0.079	0.229
-0.003	0.658	0.061
0.25	0.255	0.02
-0.301	0.05	0.013
0.87	0.803	0.229
-0.188	0.005	-0.586
0.217	0.261	0.421
0.214	0.232	0.056
0.57	0.517	0.883
0.218	-0.014	0.024
1.151	0.793	0.561
0.856	0.903	0.686
0.187	0.293	0.223
1.276	0.935	0.483
0.6855	0.045	0.2845
-0.2395	-0.1215	-0.631
-0.246	-0.497	-0.172
-0.0135	0.528	-0.1292
0.078	0.029	-0.053
-0.479	-0.75	0.127
0.507	0.525	-0.0085
-0.249	0.451	-0.37
0.4325	0.505	0.1295
-0.873	-0.697	0.197
-0.044	-0.465	0.437
0.577	0.644	0.364
-0.43	-0.049	-0.454
0.295	0.033	-0.592
0.788	0.163	0.252
-0.103	0.2085	0.437
-0.075	-0.584	-0.547
0.72	0.1215	0.1155
0.526	0.262	0.33
-0.211	0.01	0.097
0.615	0.51	0.241
0.825	0.683	0.203
0.347	0.348	0.614
0.088	0.118	0.182
-0.397	-0.752	0.264
0.1385	-0.287	-0.6225
0.21	0.501	0.533
0.88	0.1695	0.2255
0.042	0.06	0.4
-0.492	-1.305	0.604
-0.3215	-0.0335	-0.3885
-0.11	0.251	-0.419
0.311	-0.143	0.68
0.3395	-0.026	0.058
0.214	-0.722	0.936
3.101	1.167	1.072
1.12	0.871	0.625
0.506	0.149	0.13
1.02	0.467	0.39
-0.5635	-0.608	-0.278
-0.582	0.174	-0.106
-0.549	-0.338	0.484
-0.148	0.217	-0.135
0.457	0.411	0.363
-0.517	0.027	-0.574
0.687	0.2545	0.467
-0.426	-0.372	-0.427
0.408	0.343	-0.24
0.122	0.379	-0.03
0.335	0.224	0.476
0.406	0.17	0.011
-0.491	-0.314	-0.488
0.24	0.583	-0.094
-0.306	-0.487	-0.121
0.387	-0.243	0.26
0.051	0.336	0.214
1.557	0.65	0.736
-0.409	-0.057	-0.403
0.071	-0.1125	0.2915
0.761	0.468	0.426
0.439	0.0025	0.3045
0.662	0.432	0.138
-0.476	0.153	0.661
-0.221	0.038	-0.061
0.285	0.287	0.486
-0.137	0.139	-0.096
-0.07	-0.081	-0.15
0.01	0.695	-0.214
0.002	0.095	0.172
0.46	0.336	0.041
0.484	0.515	0.65
0.585	0.127	0.313
-0.336	-0.287	-0.198
-0.152	-0.153	-0.23
2.225	1.598	1.13
0.414	0.317	0.327
0.996	1.041	0.477
-0.175	-0.22	-0.65
-1.192	-1.417	0.522
0.708	0.527	0.637
0.932	1.042	0.17
0.914	0.319	1.154
0.497	-0.733	0.541
-0.039	0.303	0.225
-0.459	0.047	-0.303
-0.612	-0.396	-0.21
0.4055	0.1465	0.071
-0.969	-1.608	0.082
0.455	0.455	-0.084
-1.174	-0.42	0.033
-0.233	-0.038	0.284
-0.049	-0.054	0.364
0.0025	1.3005	0.209
0.348	0.074	-0.054
0.411	-0.075	0.447
0.667	0.029	0.896
0.729	0.206	0.379
-0.065	-0.108	-0.456
0.417	0.327	0.145
-0.052	0.074	0.095
-0.944	-1.157	-0.338
0.064	0.297	0.197
0.575	0.453	0.2185
0.018	0.558	-0.098
-0.718	-0.31	-0.959
-0.517	-0.067	-0.2
-0.713	-0.43	0.186
0.174	-0.434	0.739
-0.1391	-0.955	0.3595
-0.331	0.062	-0.234
-0.337	1.594	-1.23
1.049	0.848	0.681
1.088	0.631	0.694
0.192	0.384	0.131
-0.406	0.689	-0.415
0.766	0.513	0.652
-0.482	0.164	0.349
0.569	0.214	0.687
0.407	0.067	0.5015
-0.315	-0.168	0.044
0.391	0.1465	-0.112
1.574	1.223	0.805
0.551	0.24	0.154
0.724	0.869	0.16
0.491	0.27	0.316
-0.687	-0.623	-0.2
0.7985	0.131	0.601
-0.027	-0.064	-0.034
0.08	0.083	-0.175
-0.501	-0.229	-0.519
-0.42	0.1115	0.3335
1.011	0.673	0.767
0.467	0.419	-0.291
0.248	0.321	-0.038
0.444	0.679	0.213
0.547	0.038	0.16
0.814	0.887	0.006
1.331	0.523	0.948
-0.232	-0.004	-0.317
0.3745	-0.068	0.5545
-0.098	0.174	-0.134
-0.544	-0.458	0.136
0.464	0.403	0.322
0.3465	0.0615	0.8005
0.289	0.229	-0.02
-0.702	-0.14	-0.374
0.846	0.588	0.607
0.827	0.558	0.5
-0.614	-0.862	0.486
0.073	-0.029	-0.339
0.222	0.127	-0.21
1.41	0.035	0.064
0.013	-0.307	0.258
0.854	0.096	-0.016
-0.645	-0.372	-0.339
0.737	0.519	0.236
-0.186	0.08	-0.093
-0.025	0.23	0.186
-0.051	-0.454	-0.109
0.361	0.189	0.309
0.404	0.643	0.147
0.003	0.219	-0.092
0.634	0.844	0.241
0.075	-0.074	-0.063
