1.334	-1.03	-1.749	-0.929	-0.741
0.697	0.5265	0.3475	0.7165	0.255
-1.131	-0.279	-0.578	-0.968	-0.282
0.086	-0.26	0.14	-0.524	-0.522
-0.139	0.121	-0.191	0.884	-0.031
0.907	0.087	0.14	-0.619	-0.065
-0.411	-0.927	-0.935	-0.809	-0.069
-0.205	-0.42	-0.499	0.368	0.264
-0.737	-0.612	-1.222	-1.322	-0.63
-0.038	-1.273	-0.355	-0.87	-0.748
-1.033	-1.2425	0.1195	-0.329	-0.1135
0.9635	0.8855	0.658	-0.9895	0.1
-0.288	-0.337	-0.858	0.083	0.102
-0.4	-0.19	-1.135	0.014	-0.586
0.602	0.192	0.624	-0.285	-0.169
-0.715	-0.189	0.596	-0.259	0.011
0.263	0.973	0.691	0.716	0.785
-0.387	-0.912	-0.985	-0.893	-0.007
-0.058	-0.283	-0.058	-0.457	0.228
-1.2738	-0.333	0.336	0.268	2
-2.193	-0.461	0.048	-1.475	-0.009
-0.847	-0.085	-0.685	-0.04	-0.574
-0.191	-0.308	-0.748	-0.15	-0.432
0.438	0.29	-0.554	0.929	0.123
1.295	0.2825	1	0.1505	0.5475
-0.036	-0.231	0.126	-0.09	0.193
0.592	-0.684	0.349	0.803	0.702
-0.085	0.222	0.273	0.711	0.27
-0.041	0.015	-0.446	0.089	-0.412
0.602	0.978	0.912	1.427	1.15
-1.065	-0.894	-0.636	-0.536	-0.438
-0.884	-0.371	-0.142	-0.784	-0.76
0.267	0.151	0.216	-0.307	-0.054
-0.544	-0.457	-0.44	-1.136	-0.448
-1.374	-0.581	-0.0102	-0.1	0.843
-0.123	0.686	-1.295	-0.761	-0.674
3.945	-1.2555	0.308	-0.3694	0.924
0.96	1.259	0.683	0.571	0.269
0.596	-0.354	0.04	-0.278	0.077
-0.5945	-0.8955	-0.665	-0.343	-0.6715
0.743	0.636	0.744	0.174	0.191
0.337	0.629	0.598	0.29	0.055
-0.408	-0.598	-0.615	0.052	-0.577
-0.7875	-0.4025	-0.6145	0.011	0.059
-0.228	-0.48	-1.124	-1.114	-0.935
0.515	-0.297	-1.547	0.791	0.317
3.543	3.206	1.694	3.082	4.158
-0.119	-0.097	-0.28	-0.377	-0.502
-0.3	-0.264	-0.417	-0.037	0.416
0.1915	0.0785	0.1835	-1.29	0.2295
-0.696	-0.601	0.363	-0.324	-0.707
0.518	-0.624	0.651	-0.782	0.341
-0.654	-0.601	-0.758	-0.712	-0.664
-0.044	0.121	0.202	0.069	0.119
-0.383	-0.84	-0.379	-0.731	-0.125
-0.0685	-0.718	0.161	-1.19	-0.3385
0.425	-0.3665	0.4505	-0.8935	0.191
-0.719	-0.567	-1	0.323	-0.611
0.538	0.114	0.699	-0.183	0.254
-0.787	-0.771	-0.597	-1.05	-0.864
1.411	0.514	0.028	-0.762	0.194
-0.227	-0.36	0.427	0.221	0.581
0.1365	0.202	-0.3065	0.299	-0.5105
-0.341	-0.501	-0.874	-0.145	-0.235
