0.138	-0.318	-0.151	-0.197	-0.0585	-0.344
0.433	0.386	0.067	0.126	0.166	0.871
-0.01	0.011	0.108	-0.055	0.059	0.169
0.539	-0.602	0.214	-0.272	-0.082	-0.45
-0.349	-0.33	-0.283	-0.413	-0.184	-0.25
0.308	0.032	0.21	0.061	-0.3	-0.615
0.235	1.13	0.733	0.613	0.021	0.28
0.138	0.568	0.13	0.023	-0.06	-0.077
-0.1075	0.2265	-0.2025	-0.1875	0.0259	0.0155
0.092	-0.2675	-0.191	0.027	0.0782	0.021
0.22	0.3295	0.2145	-0.0165	0.0545	0.033
0.018	0.253	0.455	0.251	0.175	0.243
0.103	-0.135	0.3245	0.459	0.057	-0.2165
0.354	0.001	0.642	0.751	0.58	0.727
0.06	-0.485	-0.26	-0.011	-0.107	0.108
-0.083	-1.173	-1.041	0.418	0.579	0.201
-0.232	-0.161	-0.199	-0.02	0.09	0.072
0.072	-0.539	-0.692	-0.695	-0.182	-0.251
-0.156	-0.4495	-0.2565	-0.059	-0.3075	-0.1135
0.97	2.023	1.391	0.405	0.296	1.504
0.214	0.832	0.652	0.144	0.217	0.395
-0.01	0.345	-0.083	0.057	0.199	0.268
-0.046	-0.191	0.067	-0.038	0.242	0.086
-0.765	-1.3005	-1.042	-0.194	-0.0985	-0.207
0.124	0.361	0.236	0.203	-0.129	-0.037
0.021	-0.481	-0.38	-0.117	-0.097	-0.538
0.442	0.492	0.3205	0.183	0.0025	0.0845
0.381	-0.268	-0.339	-0.331	-0.001	-0.297
0.068	-0.709	-0.575	-0.03	0.22	0.059
-0.174	0.034	0.527	0.247	-0.132	-0.092
0.023	0.812	-0.281	-0.503	-0.129	-0.489
-0.235	-0.163	0.464	0.071	-0.01	-0.232
-0.082	-0.048	-0.283	-0.304	-0.028	0.112
0.176	0.519	0.291	-0.1	0.883	-0.71
0.035	-0.258	-0.072	-0.108	0.346	0.213
0.426	0.049	-0.1085	-0.57	0.416	-0.0748
-0.697	-1.101	-0.413	-0.171	0.213	-0.027
0.136	0.243	0.049	0.204	0.26	0.196
0.159	0.8295	0.4575	0.074	0.1358	0.179
-0.59	-1.808	-0.073	-0.083	0.05	-0.092
-0.102	-0.7055	-0.0765	-0.2525	-0.0145	-0.048
0.008	0.348	0.368	-0.194	-0.045	-0.193
-0.085	-0.281	-0.0605	-0.2155	0.0105	-0.3275
0.297	1.271	0.181	0.676	0.2595	0.541
0.1875	0.6565	-0.063	-0.035	0.009	-0.0675
0.023	2.222	0.6	-0.07	0.225	0.326
0.093	0.188	0.075	0.127	0.103	0.165
-0.561	-0.628	-0.623	-0.224	-0.125	0.136
0.009	-0.0375	-0.507	-0.121	-0.008	-0.0165
0.413	1.469	1.238	0.362	-0.133	-0.326
-0.244	-0.227	-0.02	0.103	-0.448	-0.027
0.557	1.235	0.618	0.35	-0.303	0.001
-0.002	-0.022	0.391	0.151	-0.023	-0.154
0.013	0.401	-0.032	-0.286	0.227	-0.112
0.2995	0.533	-0.0215	0.5085	0.1195	0.3105
0.0905	-0.4	-0.539	-0.296	-0.075	0.0355
-0.106	-0.229	-0.087	-0.279	-0.098	-0.237
-0.166	-0.161	-0.452	-0.099	-0.035	-0.011
0.121	1.28	1.401	0.303	0.468	0.587
-0.068	0.357	0.223	0.027	-0.031	0.225
-0.301	-0.774	-0.498	-0.168	0.177	0.056
-0.004	0.3745	0.1055	0.1225	-0.086	-0.1615
0.427	0.093	0.189	0.076	-0.333	0.024
0.016	-0.779	-0.848	-0.23	0.031	-0.011
0.1685	1.05	-0.1195	0.2875	-0.028	0.1855
-0.147	-0.551	-0.393	-0.194	-0.321	-0.319
-0.075	-0.868	-0.854	-0.117	0.132	0.341
0.016	-0.164	-0.398	-0.397	-0.308	-0.555
-1.044	-2.265	-0.572	-0.347	0.136	-0.014
0.011	-0.294	-0.146	-0.183	-0.188	-0.204
0.173	0.371	-0.288	-0.26	0.082	-0.076
-0.252	-0.413	0.269	-0.117	-0.051	0.006
0.329	0.6215	0.1635	0.148	-0.0445	-0.1195
0.091	0.487	0.197	0.132	-0.5	0.212
0.0995	0.088	-0.1525	-0.0625	0.1885	0.4465
