1.838	0.954	0.427	-0.21
-0.5739	0.5365	0.799	0.1235
0.146	-0.004	-1.295	-0.303
0.084	0.241	0.321	-0.086
0.172	0.239	0.012	-0.341
0.458	0.06	0.632	0.066
1.053	1.132	0.175	-0.218
1.677	0.812	0.244	0.242
0.873	0.428	0.661	0.277
0.189	0.274	0.229	-0.056
1.495	1.003	0.602	0.1405
0.0365	0.1295	0.2895	0.4965
0.681	0.665	0.258	-0.071
0.16	0.906	0.345	-0.204
0.305	0.586	0.584	0.995
0.396	0.017	0.54	0.552
-0.549	-0.951	-0.08	0.171
-0.446	0.122	0.014	0.483
0.192	0.136	0.224	0.261
0.792	0.645	0.912	0.502
-0.255	-0.09	-0.649	0.321
0.156	0.156	0.089	0.048
-0.149	-0.035	-0.137	-0.002
0.695	0.558	0.361	0.497
-0.3465	-0.994	0.364	0.554
0.675	0.632	0.493	0.131
0.349	0.384	0.192	0.399
0.008	0.102	0.031	-0.293
0.293	-0.185	0.385	-0.366
0.125	-0.157	0.154	0.131
0.387	0.623	0.112	-0.294
-0.297	-0.372	-0.396	-0.441
0.965	0.76	0.646	-0.02
-0.445	-0.013	-0.1	0.329
0.222	0.823	-0.013	0.571
1.319	0.402	0.213	0.487
-1.2358	1.2075	-1.7594	-0.131
-2.245	-0.657	0.423	-0.463
-0.0367	0.032	-0.426	0.317
0.9925	0.7415	0.0285	-0.224
-1.396	-0.556	0.002	0.109
0.267	0.496	0.531	-0.173
0.233	0.103	-0.287	-0.282
-0.8468	0.2815	0.3365	-0.122
0.432	1.08	0.231	0.372
0.964	0.56	0.876	-0.071
5.287	3.783	1.831	1.887
-0.71	0.134	0.462	-0.186
-0.028	-0.124	-0.16	0.401
0.712	0.28	0.7545	0.0585
1.639	1.581	0.139	-0.183
-0.145	-0.206	-0.008	0.178
0.535	0.53	0.014	-0.076
0.622	0.105	0.414	-0.259
0.377	0.406	0.262	-0.028
2.4225	1.2325	0.421	0.3545
0.719	0.557	1.11	-0.938
-1.9383	0.283	-0.582	-0.351
3.754	0.254	0.544	-0.249
0.455	0.376	-0.12	-0.105
0.833	0.379	0.762	-0.047
0.386	-0.351	0.661	-0.318
0.3575	0.4835	0.1325	0.0305
1.069	0.025	0.161	0.225
0.092	-0.233	-0.206	0.576
0.181	0.004	-0.52	-0.14
0.767	0.905	0.658	0.404
0.054	-0.279	0.018	0.406
