0.284	1.589	1.633	1.308	0.843	0.596	1.103	1.31	0.775
-0.3855	-0.2875	-0.4445	-0.445	-0.306	-0.447	-0.23	-0.1325	-0.1955
-0.749	-0.204	-1.034	-0.722	-0.191	0.23	-0.31	-0.021	-0.085
-0.255	0.445	0.121	-0.015	-0.107	0.196	0.226	0.462	0.111
-0.766	-0.128	-0.454	-0.47	-0.458	-0.235	-0.477	-0.681	-0.233
-0.284	-0.139	-0.241	-0.213	-0.627	-0.294	-0.077	0.351	-0.245
-0.662	-0.153	-0.151	-0.423	-0.507	-0.842	-0.413	-0.421	-0.385
0.255	0.133	0.226	0.283	-0.027	0.241	0.145	0.655	0.443
-0.584	-0.112	-0.119	-0.164	-0.337	-0.439	-0.189	-0.118	-0.664
-0.517	-0.479	-0.314	-0.432	-0.393	-0.263	-0.227	-0.085	0.012
-0.158	-0.4305	-0.2305	-0.113	-0.356	-0.328	-0.128	-0.157	-0.042
-0.031	0.293	0.1625	-0.016	0.234	0.0795	0.2685	0.2415	-0.0555
0.758	0.097	0.32	0.878	0.43	0.212	0.153	0.893	0.238
-0.007	0.12	0.077	-0.163	0.003	-0.212	0.262	1.471	0.08
0.074	-0.057	-0.223	0.039	0.145	0.631	0.464	0.666	-0.064
-0.553	-0.614	-0.767	-0.877	-0.403	-0.424	0.021	0.359	0.072
-0.403	-0.687	-0.087	0.292	0.111	-0.773	-0.253	-0.78	-0.052
-1.731	-1.11	-1.413	-1.415	-1.488	-1.597	-1.14	-0.698	-1.41
-0.27	-0.406	-0.391	-0.467	-0.389	-0.603	-0.435	-0.44	-0.458
-1.469	-0.842	-0.1275	0.1504	0.073	-0.5937	-0.324	-0.459	-1.1
-0.11	-0.291	0.083	0.295	0.275	0.142	0.006	0.147	-0.041
-0.623	-0.851	-0.952	-0.605	-0.336	-0.608	-1.087	-0.234	-0.325
-0.071	-0.65	-0.747	-0.389	-0.626	-0.647	-0.204	-0.197	-0.197
-0.0765	-0.518	-0.4695	-0.4005	-0.7885	-0.376	-0.5145	-0.269	-0.5495
0.321	0.394	0.71	0.649	0.497	0.603	0.593	0.748	0.551
-0.34	-0.68	-0.396	0.471	-1.015	-0.485	-0.576	-0.553	-0.109
0.132	0.291	0.253	0.332	0.272	0.519	0.562	0.588	0.732
-0.421	-0.939	-0.506	-0.316	-0.416	-0.383	-0.338	-0.457	-0.086
0.063	0.246	-0.087	-0.242	-0.087	0.06	-0.067	0.112	0.221
0.0375	0.3505	0.538	0.4745	0.339	0.37	0.631	0.6485	0.695
-0.712	-0.681	-0.415	-0.546	-0.095	-0.148	-0.431	-0.281	-0.313
-0.28	0.417	0.222	0.048	0.239	-0.377	0.169	0.626	0.122
-0.057	-0.043	-0.36	-0.375	-0.265	-0.087	-0.094	0.291	0.384
0.245	-0.672	-1.344	-0.886	-0.935	-0.621	-0.431	-0.461	-0.589
-0.427	-0.984	-0.622	-0.317	-0.362	-0.435	-0.139	-0.088	-0.059
-0.5125	-0.1055	-0.0105	-0.2415	-0.18	-0.3295	-0.271	0.2225	0.0095
0.256	-0.263	-0.472	-0.305	-0.106	0.029	-0.212	-0.303	-0.185
