,click_0.50,click_0.51,click_0.52,click_0.53,click_0.54,click_0.55,click_0.56,click_0.57,click_0.58,click_0.59,click_0.5,click_0.60,click_0.61,click_0.62,click_0.63,click_0.64,click_0.65,click_0.66,click_0.67,click_0.68,click_0.69,click_0.70,click_0.71,click_0.72,click_0.73,click_0.74,click_0.75,click_0.76,click_0.77,click_0.78,click_0.79,click_0.80,click_0.81,click_0.82,click_0.83,click_0.84,click_0.85,click_0.86,click_0.87,click_0.88,click_0.89,click_0.90,click_0.91,click_0.92,click_0.93,click_0.94,click_0.95,click_0.96,click_0.97,click_0.98,click_0.99,click_1.00,click_1.0
YKR080W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,2,1,10,12,9,7,7,1,8,8,8,7,7,6,6,6,13,7,8,8,8,5,1,2,2
YKR081C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,17,1,15,1,1,1,1,1,1,10,1,1,1,2,2,4,3,1,2,2
YKR091W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,18,20,4,9,5,5,12,12,8,15,7,5,6,5,7,6,4,10,4,4
YKR092C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YKR094C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YKR098C,1,1,1,1,1,1,1,1,3,3,1,3,3,3,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,8,6,10,4,4,3,2,4,1,1
YKR099W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,2,4,3,1,2,2
YKR102W,3,3,3,3,3,3,3,3,3,1,3,1,3,5,5,1,1,12,5,5,5,5,5,10,5,5,5,5,4,5,5,5,4,5,17,7,6,6,6,6,10,10,11,11,7,9,7,4,3,2,6,3,3
YKR103W,3,3,3,3,1,1,3,1,1,1,3,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,10,4,4,6,10,4,4,3,0,7,3,3
YLL008W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLL009C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,1,1,2,1,1
YLL011W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLL013C,1,1,1,4,5,1,1,5,1,9,1,1,1,12,8,10,5,5,5,5,5,5,5,5,5,8,10,5,4,7,5,5,4,5,5,5,5,4,4,3,6,10,11,9,3,4,4,0,0,0,11,8,8
YLL017W,1,5,3,3,3,5,3,3,5,5,1,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,10,7,10,8,12,13,9,11,3,14,11,12,4,3,10,4,4,3,0,7,5,5
YLL021W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,8,2,2,12,11,12,11,12,11,11,11,13,12,12,12,1,1,1,1,8,8,8,7,7,6,6,6,8,7,8,8,8,5,1,2,2
YLL022C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLL023C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1,1
YLL024C,3,3,3,3,3,1,3,1,1,3,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
YLL026W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,11,9,11,5,9,5,5,4,4,3,4,4,4,8,3,4,4,5,1,1,4,1,1
YLL028W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,6,6,6,6,10,10,11,11,7,9,4,4,3,2,7,3,3
YLL034C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLL038C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,6,6,6,7,7,7,8,8,9,10,10,10,13,9,9,9,4,1,2,2
YLL039C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,11,8,14,11,10,11,10,10,13,13,17,15,2,2,6,10,7,1,2,1,1
YLL041C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,6,3,10,7,7,8,6,4,4,4,3,2,4,3,3
YLL044W,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,11,10,6,3,2,2
YLL045C,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,11,10,6,3,2,2
YLL054C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,10,10,10,13,9,9,9,4,1,2,2
YLL055W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,5,1,2,1,1
YLL056C,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,6,5,10,6,4,2,1,1
YLL058W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,7,9,6,5,7,6,4,2,4,4
YLL062C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,9,5,5,4,4,3,4,4,9,13,3,4,7,5,3,1,4,1,1
YLR001C,1,5,3,3,3,5,3,3,5,5,1,1,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,10,7,10,8,12,13,9,11,3,14,11,12,4,3,10,4,4,3,0,7,5,5
YLR002C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR003C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,5,1,2,2
YLR009W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR011W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,6,6,6,9,10,9,9,9,8,8,7,9,6,5,7,6,4,8,4,4
YLR012C,1,1,1,1,1,1,3,1,1,1,1,5,7,7,1,7,5,7,1,7,7,7,6,1,1,10,1,9,10,11,11,9,11,11,9,8,18,2,2,2,2,2,2,2,2,2,3,3,1,1,13,1,1
YLR017W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR029C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YLR031W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,10,10,10,13,9,9,9,4,1,2,2
YLR037C,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,13,10,10,11,9,9,9,4,1,2,2
YLR042C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,9,9,4,1,4,4
YLR048W,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YLR051C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,13,9,9,9,3,1,2,2
YLR054C,1,1,1,1,1,1,1,1,1,10,1,1,0,12,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
YLR056W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR058C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,1,2,2
YLR061W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,7,7,6,6,6,13,16,11,11,10,6,3,2,2
YLR062C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YLR063W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,17,15,15,16,12,1,1,1,1,10,1,1,1,2,2,4,3,1,2,2
YLR068W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR070C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,10,13,14,10,15,16,2,2,2,2,11,2,2,2,2,11,15,3,3,1,1,11,1,1
YLR072W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,10,11,10,13,14,10,4,4,4,15,5,2,11,2,15,14,12,11,12,10,6,5,1,2,1,1
YLR073C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,10,1,2,2,4,3,1,2,2
YLR074C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR075W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YLR080W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,7,1,2,1,1
YLR081W,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,8,6,8,4,4,3,2,4,1,1
YLR083C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,8,8,8,5,1,2,2
YLR087C,1,5,3,4,5,5,4,5,1,9,1,4,4,10,8,9,8,9,8,8,8,10,9,7,4,15,10,10,11,10,17,14,10,15,16,10,15,10,12,11,11,15,14,12,11,12,10,0,0,0,11,8,8
YLR108C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,10,10,11,11,7,10,4,4,3,2,3,3,3
YLR109W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,1,1,2,1,1
YLR110C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,6,6,6,7,7,9,6,8,4,5,3,2,4,3,3
YLR111W,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1,1,5,5,5,7,7,6,7,8,8,9,8,9,7,9,7,8,11,12,8,12,4,4,3,4,4,9,13,3,14,7,5,1,1,6,1,1
YLR112W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,6,6,6,6,6,7,7,9,6,8,4,4,3,2,6,3,3
YLR120C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,15,16,13,18,20,14,17,7,13,12,12,8,15,7,12,6,5,7,6,4,5,4,4
YLR122C,1,1,1,1,1,1,3,1,1,1,1,5,6,7,7,7,5,7,6,10,11,9,10,8,9,9,8,14,8,9,16,8,0,12,11,8,11,0,0,6,6,7,7,9,6,8,0,0,0,0,15,6,6
YLR124W,1,1,1,1,1,1,3,1,1,1,1,5,7,9,10,8,9,0,7,7,7,9,8,8,9,9,8,9,8,9,8,8,0,14,11,8,11,0,0,0,6,7,7,9,0,8,0,0,0,0,9,6,6
YLR129W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR136C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,11,4,3,1,1,2,2,3,3,3
YLR137W,3,3,1,1,1,1,3,1,6,1,3,1,3,11,1,12,10,13,9,9,13,0,11,10,13,1,9,8,1,0,9,0,8,0,12,0,12,0,0,0,10,0,9,13,0,14,7,0,0,0,14,10,10
YLR139C,1,5,3,4,5,5,3,5,9,9,1,0,0,10,8,9,8,9,8,8,10,10,9,9,11,15,13,0,0,0,17,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
YLR140W,1,1,1,1,1,1,3,1,6,6,1,5,3,7,7,10,5,12,6,5,8,7,6,7,8,8,9,8,9,7,9,7,8,11,12,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,11,6,6
YLR141W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,6,7,7,9,7,9,1,1,2,2,0,3,3
YLR142W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,10,4,10,9,5,9,8,8,7,9,6,5,7,6,4,10,4,4
YLR146C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,7,8,8,8,5,1,2,2
YLR148W,1,1,3,1,5,5,3,5,5,5,1,1,5,12,6,5,6,6,1,6,14,6,0,0,1,13,0,0,0,0,0,0,0,0,8,13,14,9,0,0,14,0,12,0,0,15,0,0,0,0,0,5,5
YLR149C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1,1
YLR150W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YLR151C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,14,4,4,3,4,4,4,4,3,4,4,5,3,1,4,1,1
YLR152C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,2,2,2,9,2,10,2,2,2,2,4,9,2,2,14,7,5,1,1,4,1,1
YLR162W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,6,7,7,9,7,9,4,4,3,2,3,3,3
YLR164W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,15,3,3,1,1,4,1,1
YLR167W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,15,3,3,3,4,3,1,1,2,2,3,3,3
YLR168C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,4,5,5,7,6,6,6,4,3,7,3,3,4,10,1,1,2,2,3,3,3
YLR172C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,9,7,7,9,8,8,8,7,7,6,6,6,8,7,11,12,11,6,3,2,2
YLR175W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,1,2,2
YLR178C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,1,2,1,1
YLR180W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,6,6,13,16,11,11,10,6,3,2,2
YLR183C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR184W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,6,6,6,6,6,7,7,9,6,8,4,4,3,2,6,3,3
YLR185W,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,6,3,2,2
YLR194C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,10,4,4,4,2,2,4,6,6,6,6,6,6,15,16,13,16,18,14,17,7,13,12,12,9,15,10,10,13,9,9,9,3,1,4,4
YLR196W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR197W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,8,8,8,7,1,2,2
YLR198C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,6,6,6,8,7,8,8,8,5,1,2,2
YLR205C,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,6,5,7,6,4,2,1,1
YLR210W,2,5,3,3,3,5,3,3,5,5,2,2,2,8,2,6,7,8,2,2,12,11,12,11,12,11,11,11,13,12,12,12,7,9,13,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5
YLR211C,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,10,6,5,1,2,1,1
YLR214W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,12,12,12,1,1,15,1,16,12,1,1,1,1,1,1,1,1,2,2,4,5,1,2,2
YLR216C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,8,14,11,10,11,10,10,13,13,17,15,2,2,3,3,7,1,13,1,1
YLR217W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,8,14,11,10,11,10,10,13,13,17,15,2,2,3,3,7,1,2,1,1
YLR221C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,1,2,2
YLR222C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YLR223C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,10,10,10,11,9,9,9,4,1,2,2
YLR231C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,9,9,4,1,4,4
YLR232W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,9,9,4,5,4,4
YLR234W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,9,9,4,5,4,4
YLR236C,4,4,4,4,4,5,4,2,7,7,4,1,4,8,4,6,7,9,8,8,10,0,9,9,11,13,0,0,0,0,0,15,0,0,0,0,0,0,0,9,14,14,13,14,9,11,0,0,0,0,0,4,4
YLR249W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,6,6,6,8,7,8,8,11,7,1,2,2
YLR251W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,17,2,4,4,2,4,11,2,10,13,13,17,15,5,5,6,6,5,1,2,1,1
YLR252W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,1,1,2,1,1
YLR255C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,13,2,12,10,13,9,7,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,5,0,2,2
YLR257W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,8,9,11,10,11,10,10,13,13,9,15,0,4,0,5,0,0,13,9,9
YLR258W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,3,4,4,4,3,1,4,1,1
YLR259C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,5,1,2,1,1
YLR261C,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,10,13,1,9,13,1,11,10,13,1,1,1,14,2,18,17,11,8,14,11,10,11,10,10,13,13,17,15,2,14,0,0,0,0,13,10,10
YLR263W,2,5,3,3,3,5,3,3,5,5,2,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,14,14,11,7,9,13,12,13,6,0,0,15,12,16,11,7,10,0,0,0,0,12,5,5
YLR264W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YLR267W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,11,11,15,14,12,11,12,10,6,5,1,2,1,1
YLR270W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,1,2,1,1
YLR271W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,9,11,2,14,2,2,2,2,2,10,6,5,1,2,1,1
